date,country,adserver_id,offers_id,partners_id,status,device,carrier,views,bcpm,sent,earned,cpm,leads,conversion,roi
2015-12-06,RU,22,96,7,A,Android,mts,0,0.5,0,0,0,0,0,0
2015-12-06,RU,22,96,7,A,Android,megafon,0,0.5,0,0,0,0,0,0
2015-12-06,RU,22,96,7,A,Android,tele2,0,0.5,0,0,0,0,0,0
2015-12-06,RU,22,96,7,A,Android,beeline,0,0.5,0,0,0,0,0,0
2015-12-05,FR,102,98,7,A,Android,orange,3,0.5,0,0,0,0,0,0
2015-12-06,FR,102,98,7,A,Android,orange,4,0.5,0,0,0,0,0,0
2015-12-05,FR,102,99,7,A,Android,sfr,6,0.5,0,0,0,0,0,0
2015-12-05,FR,102,99,7,A,Android,orange,3,0.5,0,0,0,0,0,0
2015-12-06,FR,102,99,7,A,Android,sfr,15,0.5,0.01,0,0,0,0,0
2015-12-06,FR,102,99,7,A,Android,orange,4,0.5,0,0,0,0,0,0
2015-12-05,FR,22,100,7,A,Android,free mobile,4114,0.5,2.06,0,0,0,0,0
2015-12-06,FR,22,100,7,A,Android,free mobile,0,0.5,0,0,0,0,0,0
2015-12-06,AU,102,25,8,A,Android,Telstra,0,0.5,0,2.04,0,3,0,0
2015-12-06,AU,102,25,8,A,iPhone,Telstra,0,0.5,0,3.08,0,1,0,0
2015-12-06,AU,102,23,8,A,iPhone,Telstra,0,0.5,0,4.18,0,2,0,0
2015-12-06,UK,20,32,3,A,Android,3,0,0.5,0,2.8,0,2,0,0
2015-12-06,UK,20,32,3,A,Android,T-mobile uk,0,0.5,0,1.4,0,1,0,0
2015-12-06,FR,22,48,5,A,Android,free mobile,0,0.5,0,0,0,0,0,0
2015-12-06,FR,22,52,5,A,Android,free mobile,0,0.5,0,0,0,0,0,0
2015-12-06,UK,22,33,3,A,Android,orange uk,1,0.5,0,0,0,0,0,0
2015-12-07,UK,20,29,3,A,iPhone,Vodafone uk,665,0.5,0.33,38.5,57.89,22,3.31,11667
2015-12-07,UK,20,17,8,A,iPhone,t-mobile uk,238,0.5,0.12,0,0,0,0,0
2015-12-07,UK,20,17,8,A,iPhone,vodafone uk,831,0.5,0.42,0,0,0,0,0
2015-12-07,UK,20,29,3,A,iPhone,t-mobile uk,381,0.5,0.19,14,36.75,8,2.1,7368
2015-12-07,FR,22,29,3,A,iPhone,free mobile,215,0.5,0.11,0,0,0,0,0
2015-12-07,UK,22,29,3,A,iPhone,3,669,0.5,0.33,28,41.85,16,2.39,8485
2015-12-07,UK,22,32,3,A,Android,vodafone uk,0,0.5,0,0,0,0,0,0
2015-12-07,AU,102,46,5,A,Android,optus,45,0.5,0.02,0,0,0,0,0
2015-12-07,UK,20,49,5,A,iPhone,t-mobile uk,238,0.5,0.12,0,0,0,0,0
2015-12-07,UK,20,66,3,A,iPhone,t-mobile uk,95,0.5,0.05,0,0,0,0,0
2015-12-07,UK,20,66,3,A,iPhone,vodafone uk,166,0.5,0.08,1.66,10,2,1.2,2075
2015-12-07,FR,102,99,7,A,Android,sfr,15,0.5,0.01,0,0,0,0,0
2015-12-07,FR,22,100,7,A,Android,free mobile,0,0.5,0,0,0,0,0,0
2015-12-07,FR,22,16,1,A,iPhone,free mobile,215,0.5,0.11,0,0,0,0,0
2015-12-07,UK,20,32,3,A,Android,3,0,0.5,0,1.4,0,1,0,0
2015-12-07,FR,22,18,8,A,iPhone,free mobile,215,0.5,0.11,0,0,0,0,0
2015-12-07,UK,22,29,3,A,iPhone,vodafone uk,145,0.5,0.07,7,48.28,4,2.76,10000
2015-12-07,UK,22,29,3,A,iPhone,t-mobile uk,165,0.5,0.08,7,42.42,4,2.42,8750
2015-12-07,RU,22,31,5,A,iPhone,mts,591,0.5,0.3,0,0,0,0,0
2015-12-07,RU,22,31,5,A,iPhone,megafon,183,0.5,0.09,0,0,0,0,0
2015-12-07,RU,22,31,5,A,iPhone,tele2,116,0.5,0.06,0,0,0,0,0
2015-12-07,RU,22,31,5,A,iPhone,beeline,104,0.5,0.05,1.13,10.87,1,0.96,2260
2015-12-07,FR,22,48,5,A,iPhone,free mobile,215,0.5,0.11,0,0,0,0,0
2015-12-07,AU,102,50,5,A,Android,vodafone,0,0.5,0,0,0,0,0,0
2015-12-07,FR,22,52,5,A,iPhone,free mobile,214,0.5,0.11,0,0,0,0,0
2015-12-07,RU,22,56,7,A,iPhone,megafon,61,0.5,0.03,0,0,0,0,0
2015-12-07,RU,22,57,7,A,iPhone,megafon,61,0.5,0.03,0,0,0,0,0
2015-12-07,UK,22,61,7,A,iPhone,vodafone uk,92,0.5,0.05,0,0,0,0,0
2015-12-07,UK,22,61,7,A,iPhone,t-mobile uk,55,0.5,0.03,0,0,0,0,0
2015-12-07,UK,22,62,7,A,iPhone,vodafone uk,92,0.5,0.05,0,0,0,0,0
2015-12-07,UK,22,62,7,A,iPhone,t-mobile uk,55,0.5,0.03,0,0,0,0,0
2015-12-07,UK,22,66,3,A,iPhone,3,1082,0.5,0.54,4.15,3.84,5,0.46,769
2015-12-07,UK,22,66,3,A,iPhone,vodafone uk,37,0.5,0.02,0,0,0,0,0
2015-12-07,UK,22,66,3,A,iPhone,t-mobile uk,55,0.5,0.03,0,0,0,0,0
2015-12-07,RU,22,67,6,A,iPhone,megafon,61,0.5,0.03,0,0,0,0,0
2015-12-07,RU,22,67,6,A,iPhone,tele2,115,0.5,0.06,0,0,0,0,0
2015-12-07,RU,22,67,6,A,iPhone,beeline,104,0.5,0.05,0,0,0,0,0
2015-12-07,FR,102,40,3,A,iPhone,sfr,23,0.5,0.01,0,0,0,0,0
2015-12-07,UK,102,29,3,A,iPhone,vodafone uk,990,0.5,0.5,29.75,30.05,17,1.72,5950
2015-12-07,AU,102,39,3,A,iPhone,telstra,3,0.5,0,0,0,0,0,0
2015-12-07,AU,102,41,5,A,Android,optus,45,0.5,0.02,0,0,0,0,0
2015-12-07,AU,102,46,5,A,Android,telstra,54,0.5,0.03,0,0,0,0,0
2015-12-07,AU,102,46,5,A,iPhone,telstra,3,0.5,0,0,0,0,0,0
2015-12-07,AU,102,50,5,A,Android,telstra,54,0.5,0.03,0,0,0,0,0
2015-12-07,AU,102,50,5,A,Android,optus,45,0.5,0.02,0,0,0,0,0
2015-12-07,AU,102,50,5,A,iPhone,telstra,3,0.5,0,0,0,0,0,0
2015-12-07,FR,102,63,3,A,Android,sfr,69,0.5,0.03,0,0,0,0,0
2015-12-07,UK,102,66,3,A,iPhone,vodafone uk,247,0.5,0.12,0,0,0,0,0
2015-12-07,FR,102,98,7,A,Android,orange,27,0.5,0.01,0,0,0,0,0
2015-12-07,FR,102,45,5,A,iPhone,sfr,24,0.5,0.01,0,0,0,0,0
2015-12-07,FR,102,45,5,A,iPhone,orange,10,0.5,0,0,0,0,0,0
2015-12-07,FR,102,47,5,A,iPhone,orange,13,0.5,0.01,0,0,0,0,0
2015-12-07,FR,102,47,5,A,iPhone,sfr,24,0.5,0.01,0,0,0,0,0
2015-12-07,FR,102,47,5,A,Android,sfr,69,0.5,0.03,0,0,0,0,0
2015-12-07,AU,102,50,5,A,iPhone,optus,29,0.5,0.01,0,0,0,0,0
2015-12-07,UK,20,29,3,A,iPhone,3,0,0.5,0,17.5,0,10,0,0
2015-12-07,FR,102,29,3,A,iPhone,sfr,179,0.5,0.09,39.2,218.99,16,8.94,43556
2015-12-07,FR,102,32,3,A,Android,sfr,1611,0.5,0.81,0,0,0,0,0
2015-12-07,AU,102,38,5,A,Android,optus,333,0.5,0.17,14.16,42.52,2,0.6,8329
2015-12-07,AU,102,46,5,A,iPhone,optus,29,0.5,0.01,0,0,0,0,0
2015-12-07,FR,22,29,3,A,iPhone,orange,1,0.5,0,0,0,0,0,0
2015-12-07,AU,102,38,5,A,iPhone,optus,30,0.5,0.02,0,0,0,0,0
2015-12-07,AU,102,39,3,A,iPhone,optus,30,0.5,0.02,0,0,0,0,0
2015-12-07,AU,102,41,5,A,iPhone,optus,30,0.5,0.02,0,0,0,0,0
2015-12-07,FR,102,39,3,A,iPhone,sfr,25,0.5,0.01,0,0,0,0,0
2015-12-07,UK,20,49,5,A,iPhone,3,0,0.5,0,0,0,0,0,0
2015-12-07,FR,102,40,3,A,iPhone,orange,13,0.5,0.01,0,0,0,0,0
2015-12-07,FR,102,63,3,A,Android,orange,28,0.5,0.01,0,0,0,0,0
2015-12-07,FR,102,29,3,A,iPhone,orange,245,0.5,0.12,34.3,140,14,5.71,28583
2015-12-07,FR,102,39,3,A,iPhone,orange,105,0.5,0.05,0,0,0,0,0
2015-12-07,FR,102,99,7,A,Android,orange,3,0.5,0,0,0,0,0,0
2015-12-07,FR,102,32,3,A,Android,orange,28,0.5,0.01,0,0,0,0,0
2015-12-07,FR,102,47,5,A,Android,orange,28,0.5,0.01,0,0,0,0,0
2015-12-07,AU,102,25,8,A,Android,Vodafone,0,0.5,0,0.68,0,1,0,0
2015-12-07,IN,102,64,3,A,iPhone,vodafone in,10677,0.5,5.34,16.8,1.57,20,0.19,315
2015-12-07,AU,102,25,8,A,iPhone,Telstra,0,0.5,0,3.08,0,1,0,0
2015-12-07,AU,102,23,8,A,iPhone,Telstra,0,0.5,0,3.08,0,1,0,0
2015-12-07,UK,20,32,3,A,Android,Vodafone uk,0,0.5,0,2.8,0,2,0,0
2015-12-07,FR,102,24,8,A,Android,Sfr,0,0.5,0,0.94,0,2,0,0
2015-12-08,UK,20,17,8,A,iPhone,vodafone uk,362,0.5,0.18,0,0,0,0,0
2015-12-08,UK,20,17,8,A,iPhone,t-mobile uk,158,0.5,0.08,0,0,0,0,0
2015-12-08,UK,20,29,3,A,iPhone,vodafone uk,751,0.5,0.38,33.25,44.27,19,2.53,8750
2015-12-07,FR,22,32,3,A,Android,orange,1,0.5,0,0,0,0,0,0
2015-12-08,FR,102,47,5,A,iPhone,orange,35,0.5,0.02,0,0,0,0,0
2015-12-08,FR,102,63,3,A,Android,orange,15,0.5,0.01,0,0,0,0,0
2015-12-08,IN,102,64,3,A,iPhone,vodafone in,11403,0.5,5.7,68.04,5.97,81,0.71,1194
2015-12-08,UK,20,66,3,A,iPhone,vodafone uk,124,0.5,0.06,0.83,6.69,1,0.81,1383
2015-12-08,UK,20,66,3,A,iPhone,t-mobile uk,77,0.5,0.04,0,0,0,0,0
2015-12-08,FR,102,98,7,A,Android,orange,15,0.5,0.01,0,0,0,0,0
2015-12-08,FR,22,16,1,A,iPhone,free mobile,77,0.5,0.04,0,0,0,0,0
2015-12-08,FR,22,18,8,A,iPhone,free mobile,77,0.5,0.04,0,0,0,0,0
2015-12-08,UK,20,29,3,A,iPhone,t-mobile uk,548,0.5,0.27,5.25,9.58,3,0.55,1944
2015-12-08,FR,22,29,3,A,iPhone,free mobile,487,0.5,0.24,2.45,5.03,1,0.21,1021
2015-12-08,UK,22,29,3,A,iPhone,3,400,0.5,0.2,33.25,83.12,19,4.75,16625
2015-12-08,UK,22,29,3,A,iPhone,vodafone uk,152,0.5,0.08,3.5,23.03,2,1.32,4375
2015-12-08,UK,22,29,3,A,iPhone,t-mobile uk,168,0.5,0.08,0,0,0,0,0
2015-12-08,UK,102,29,3,A,iPhone,vodafone uk,770,0.5,0.38,21,27.27,12,1.56,5526
2015-12-08,RU,22,31,5,A,iPhone,mts,408,0,0,0,0,0,0,0
2015-12-08,RU,22,31,5,A,iPhone,tele2,47,0,0,0,0,0,0,0
2015-12-08,RU,22,31,5,A,iPhone,megafon,169,0,0,1.13,6.69,1,0.59,0
2015-12-08,RU,22,31,5,A,iPhone,beeline,91,0,0,1.13,12.42,1,1.1,0
2015-12-08,FR,102,32,3,A,Android,orange,14,0.5,0.01,0,0,0,0,0
2015-12-08,FR,102,32,3,A,Android,sfr,398,0.5,0.2,1.75,4.4,1,0.25,875
2015-12-08,FR,102,45,5,A,iPhone,orange,7,0.5,0,0,0,0,0,0
2015-12-08,FR,102,45,5,A,iPhone,sfr,71,0.5,0.04,2.38,33.52,2,2.82,5950
2015-12-08,AU,102,46,5,A,Android,optus,13,0.5,0.01,0,0,0,0,0
2015-12-08,AU,102,46,5,A,Android,telstra,30,0.5,0.02,0,0,0,0,0
2015-12-08,FR,102,47,5,A,Android,orange,14,0.5,0.01,0,0,0,0,0
2015-12-08,FR,22,48,5,A,iPhone,free mobile,77,0.5,0.04,0,0,0,0,0
2015-12-08,UK,20,49,5,A,iPhone,t-mobile uk,157,0.5,0.08,0,0,0,0,0
2015-12-08,AU,102,50,5,A,Android,telstra,0,0.5,0,0,0,0,0,0
2015-12-08,AU,102,50,5,A,Android,optus,13,0.5,0.01,0,0,0,0,0
2015-12-08,FR,22,52,5,A,iPhone,free mobile,76,0.5,0.04,0,0,0,0,0
2015-12-08,RU,22,56,7,A,iPhone,megafon,56,0,0,0,0,0,0,0
2015-12-08,RU,22,57,7,A,iPhone,megafon,56,0,0,0,0,0,0,0
2015-12-08,UK,22,61,7,A,iPhone,t-mobile uk,56,0.5,0.03,0,0,0,0,0
2015-12-08,UK,22,61,7,A,iPhone,vodafone uk,41,0.5,0.02,0,0,0,0,0
2015-12-08,UK,22,62,7,A,iPhone,vodafone uk,42,0.5,0.02,0,0,0,0,0
2015-12-08,UK,22,62,7,A,iPhone,t-mobile uk,56,0.5,0.03,0,0,0,0,0
2015-12-08,FR,102,63,3,A,Android,sfr,17,0.5,0.01,0,0,0,0,0
2015-12-08,UK,22,66,3,A,iPhone,3,108,0.5,0.05,0.83,7.69,1,0.93,1660
2015-12-08,UK,22,66,3,A,iPhone,t-mobile uk,18,0.5,0.01,0,0,0,0,0
2015-12-08,UK,22,66,3,A,iPhone,vodafone uk,9,0.5,0,0,0,0,0,0
2015-12-08,UK,102,66,3,A,iPhone,vodafone uk,66,0.5,0.03,1.66,25.15,2,3.03,5533
2015-12-08,RU,22,67,6,A,iPhone,megafon,56,0,0,0,0,0,0,0
2015-12-08,RU,22,67,6,A,iPhone,tele2,0,0.5,0,0,0,0,0,0
2015-12-08,RU,22,67,6,A,iPhone,beeline,0,0.5,0,0,0,0,0,0
2015-12-10,UK,20,29,3,A,iPhone,3,3843,0.5,1.92,33.25,8.65,19,0.49,1732
2015-12-08,UK,20,29,3,A,iPhone,3,0,0.5,0,24.5,0,14,0,0
2015-12-08,AU,102,50,5,A,iPhone,optus,17,0.5,0.01,0,0,0,0,0
2015-12-10,FR,102,45,5,A,iPhone,orange,5,0.5,0,0,0,0,0,0
2015-12-08,FR,102,29,3,A,iPhone,orange,200,0.5,0.1,39.2,196,16,8,39200
2015-12-08,UK,22,33,3,A,Android,orange uk,1,0.5,0,0,0,0,0,0
2015-12-08,AU,102,46,5,A,iPhone,telstra,17,0.5,0.01,0,0,0,0,0
2015-12-08,FR,102,47,5,A,iPhone,sfr,16,0.5,0.01,0,0,0,0,0
2015-12-08,FR,102,47,5,A,Android,sfr,17,0.5,0.01,0,0,0,0,0
2015-12-09,UK,20,103,3,A,iPhone,3,0,0.5,0,26.95,0,11,0,0
2015-12-08,FR,102,40,3,A,iPhone,sfr,20,0.5,0.01,0,0,0,0,0
2015-12-08,FR,102,29,3,A,iPhone,sfr,168,0.5,0.08,31.85,189.58,13,7.74,39812
2015-12-08,AU,102,38,5,A,Android,optus,94,0.5,0.05,0,0,0,0,0
2015-12-08,FR,102,39,3,A,iPhone,orange,34,0.5,0.02,0,0,0,0,0
2015-12-08,AU,102,41,5,A,Android,optus,13,0.5,0.01,0,0,0,0,0
2015-12-08,UK,20,32,3,A,Android,3,0,0.5,0,1.4,0,1,0,0
2015-12-08,FR,102,40,3,A,iPhone,orange,10,0.5,0,0,0,0,0,0
2015-12-08,AU,102,46,5,A,iPhone,optus,18,0.5,0.01,0,0,0,0,0
2015-12-08,FR,102,39,3,A,iPhone,sfr,17,0.5,0.01,0,0,0,0,0
2015-12-08,AU,102,50,5,A,iPhone,telstra,17,0.5,0.01,0,0,0,0,0
2015-12-08,AU,102,39,3,A,iPhone,telstra,17,0.5,0.01,0,0,0,0,0
2015-12-08,UK,20,32,3,A,Android,Vodafone uk,0,0.5,0,8.4,0,6,0,0
2015-12-08,AU,102,38,5,A,iPhone,optus,18,0.5,0.01,0,0,0,0,0
2015-12-08,AU,102,39,3,A,iPhone,optus,18,0.5,0.01,0,0,0,0,0
2015-12-08,AU,102,41,5,A,iPhone,optus,17,0.5,0.01,0,0,0,0,0
2015-12-08,UK,22,32,3,A,Android,3,0,0.5,0,1.4,0,1,0,0
2015-12-08,IN,102,54,6,A,iPhone,idea cellular ltd,0,0.5,0,0,0,0,0,0
2015-12-08,IN,102,54,6,A,iPhone,vodafone in,0,0.5,0,0,0,0,0,0
2015-12-08,FR,102,103,3,A,iPhone,orange,36,0.5,0.02,0,0,0,0,0
2015-12-08,FR,102,24,8,A,Android,Sfr,0,0.5,0,0.47,0,1,0,0
2015-12-08,FR,102,103,3,A,iPhone,sfr,17,0.5,0.01,0,0,0,0,0
2015-12-08,UK,102,103,3,A,iPhone,vodafone uk,332,0.5,0.17,0,0,0,0,0
2015-12-08,FR,22,32,3,A,Android,sfr,1,0.5,0,0,0,0,0,0
2015-12-08,UK,20,103,3,A,iPhone,3,0,0.5,0,0,0,0,0,0
2015-12-08,UK,20,103,3,A,iPhone,vodafone uk,0,0.5,0,2.45,0,1,0,0
2015-12-08,UK,20,103,3,A,iPhone,t-mobile uk,214,0.5,0.11,0,0,0,0,0
2015-12-08,UK,22,103,3,A,iPhone,3,0,0.5,0,0,0,0,0,0
2015-12-08,UK,22,103,3,A,iPhone,t-mobile uk,73,0.5,0.04,0,0,0,0,0
2015-12-08,UK,22,103,3,A,iPhone,vodafone uk,63,0.5,0.03,0,0,0,0,0
2015-12-08,FR,22,103,3,A,iPhone,free mobile,168,0.5,0.08,0,0,0,0,0
2015-12-09,UK,20,17,8,A,iPhone,vodafone uk,0,0.5,0,0,0,0,0,0
2015-12-09,UK,22,103,3,A,iPhone,Vodafone uk,54,0.5,0.03,2.45,45.37,1,1.85,8167
2015-12-09,UK,20,17,8,A,iPhone,t-mobile uk,198,0.5,0.1,0,0,0,0,0
2015-12-09,UK,20,29,3,A,iPhone,vodafone uk,1140,0.5,0.57,26.25,23.03,15,1.32,4605
2015-12-09,UK,20,29,3,A,iPhone,t-mobile uk,591,0.5,0.3,12.25,20.73,7,1.18,4083
2015-12-08,FR,22,32,3,A,Android,bouygues,1,0.5,0,0,0,0,0,0
2015-12-09,UK,20,49,5,A,iPhone,t-mobile uk,0,0.5,0,0,0,0,0,0
2015-12-09,FR,102,63,3,A,Android,sfr,25,0.5,0.01,0,0,0,0,0
2015-12-09,IN,102,64,3,A,iPhone,vodafone in,11682,0.5,5.84,44.52,3.81,53,0.45,762
2015-12-09,UK,20,103,3,A,iPhone,t-mobile uk,197,0.5,0.1,0,0,0,0,0
2015-12-09,UK,20,103,3,A,iPhone,vodafone uk,0,0.5,0,7.35,0,3,0,0
2015-12-09,FR,22,16,1,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-09,FR,22,18,8,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-09,UK,22,29,3,A,iPhone,vodafone uk,137,0.5,0.07,3.5,25.55,2,1.46,5000
2015-12-09,UK,22,29,3,A,iPhone,3,2476,0.5,1.24,29.75,12.02,17,0.69,2399
2015-12-09,UK,22,29,3,A,iPhone,t-mobile uk,242,0.5,0.12,5.25,21.69,3,1.24,4375
2015-12-09,FR,22,29,3,A,iPhone,free mobile,700,0.5,0.35,0,0,0,0,0
2015-12-09,RU,22,31,5,A,iPhone,mts,1180,0,0,1.12,0.95,1,0.08,0
2015-12-09,RU,22,31,5,A,iPhone,beeline,271,0,0,2.24,8.27,2,0.74,0
2015-12-09,RU,22,31,5,A,iPhone,tele2,283,0,0,0,0,0,0,0
2015-12-09,RU,22,31,5,A,iPhone,megafon,232,0,0,1.12,4.83,1,0.43,0
2015-12-09,FR,102,32,3,A,Android,sfr,602,0.5,0.3,8.75,14.53,5,0.83,2917
2015-12-09,AU,102,38,5,A,Android,optus,200,0.5,0.1,6.98,34.9,1,0.5,6980
2015-12-09,AU,102,41,5,A,Android,optus,26,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,46,5,A,Android,optus,27,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,46,5,A,Android,telstra,54,0.5,0.03,0,0,0,0,0
2015-12-09,AU,102,46,5,A,iPhone,telstra,67,0.5,0.03,0,0,0,0,0
2015-12-09,FR,102,47,5,A,iPhone,orange,31,0.5,0.02,0,0,0,0,0
2015-12-09,FR,22,48,5,A,iPhone,free mobile,200,0.5,0.1,0,0,0,0,0
2015-12-09,AU,102,50,5,A,Android,optus,26,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,50,5,A,Android,telstra,0,0.5,0,0,0,0,0,0
2015-12-09,FR,22,52,5,A,iPhone,free mobile,200,0.5,0.1,0,0,0,0,0
2015-12-09,RU,22,56,7,A,iPhone,megafon,78,0,0,0,0,0,0,0
2015-12-09,RU,22,57,7,A,iPhone,megafon,78,0,0,0,0,0,0,0
2015-12-09,UK,22,61,7,A,iPhone,vodafone uk,0,0.5,0,0,0,0,0,0
2015-12-09,UK,22,61,7,A,iPhone,t-mobile uk,81,0.5,0.04,0,0,0,0,0
2015-12-09,UK,22,62,7,A,iPhone,t-mobile uk,81,0.5,0.04,0,0,0,0,0
2015-12-09,UK,22,62,7,A,iPhone,vodafone uk,0,0.5,0,0,0,0,0,0
